order_id,ordered_at,customer_key,region,currency,net_amount,tax_amount,gross_amount,order_status
ORD-000513,2026-05-27T08:09:00+00:00,CUS-00168,North America,USD,621.36,49.71,671.07,pending
ORD-000514,2026-05-27T09:22:00+00:00,CUS-00228,United Kingdom,GBP,226.70,45.34,272.04,completed
ORD-000515,2026-05-27T10:35:00+00:00,CUS-00374,Europe,EUR,270.43,54.09,324.52,completed
ORD-000516,2026-05-27T11:48:00+00:00,CUS-00298,United Kingdom,GBP,315.54,63.11,378.65,refunded
ORD-000517,2026-05-27T13:01:00+00:00,CUS-00087,North America,USD,362.13,28.97,391.10,refunded
ORD-000518,2026-05-27T14:14:00+00:00,CUS-00324,Europe,EUR,393.78,78.76,472.54,refunded
ORD-000519,2026-05-27T15:27:00+00:00,CUS-00188,United Kingdom,GBP,490.73,98.15,588.88,completed
ORD-000520,2026-05-27T16:40:00+00:00,CUS-00224,Europe,EUR,455.18,91.04,546.22,completed
ORD-000521,2026-05-27T17:53:00+00:00,CUS-00175,United Kingdom,GBP,257.82,51.56,309.38,completed
ORD-000522,2026-05-27T19:06:00+00:00,CUS-00147,North America,USD,106.76,8.54,115.30,completed
ORD-000523,2026-05-27T20:19:00+00:00,CUS-00304,North America,USD,86.55,6.92,93.47,completed
ORD-000524,2026-05-27T21:32:00+00:00,CUS-00170,North America,USD,355.00,28.40,383.40,refunded
ORD-000525,2026-05-27T22:45:00+00:00,CUS-00372,Europe,EUR,457.57,91.51,549.08,completed
ORD-000526,2026-05-27T23:58:00+00:00,CUS-00282,North America,USD,373.63,29.89,403.52,completed
ORD-000527,2026-05-28T01:11:00+00:00,CUS-00370,United Kingdom,GBP,636.13,127.23,763.36,completed
ORD-000528,2026-05-28T02:24:00+00:00,CUS-00364,United Kingdom,GBP,24.08,4.82,28.90,refunded
ORD-000529,2026-05-28T03:37:00+00:00,CUS-00137,United Kingdom,GBP,645.80,129.16,774.96,completed
ORD-000530,2026-05-28T04:50:00+00:00,CUS-00241,United Kingdom,GBP,603.95,120.79,724.74,pending
ORD-000531,2026-05-28T06:03:00+00:00,CUS-00229,United Kingdom,GBP,49.95,9.99,59.94,completed
ORD-000532,2026-05-28T07:16:00+00:00,CUS-00063,Europe,EUR,224.56,44.91,269.47,completed
ORD-000533,2026-05-28T08:29:00+00:00,CUS-00232,Europe,EUR,318.79,63.76,382.55,completed
ORD-000534,2026-05-28T09:42:00+00:00,CUS-00089,United Kingdom,GBP,418.59,83.72,502.31,completed
ORD-000535,2026-05-28T10:55:00+00:00,CUS-00235,Europe,EUR,485.04,97.01,582.05,completed
ORD-000536,2026-05-28T12:08:00+00:00,CUS-00169,United Kingdom,GBP,387.48,77.50,464.98,completed
ORD-000537,2026-05-28T13:21:00+00:00,CUS-00199,United Kingdom,GBP,154.42,30.88,185.30,pending
ORD-000538,2026-05-28T14:34:00+00:00,CUS-00283,United Kingdom,GBP,622.31,124.46,746.77,completed
ORD-000539,2026-05-28T15:47:00+00:00,CUS-00069,United Kingdom,GBP,561.90,112.38,674.28,pending
ORD-000540,2026-05-28T17:00:00+00:00,CUS-00318,North America,USD,32.27,2.58,34.85,completed
ORD-000541,2026-05-28T18:13:00+00:00,CUS-00285,North America,USD,211.06,16.88,227.94,completed
ORD-000542,2026-05-28T19:26:00+00:00,CUS-00209,North America,USD,311.44,24.92,336.36,completed
ORD-000543,2026-05-28T20:39:00+00:00,CUS-00243,Europe,EUR,528.84,105.77,634.61,completed
ORD-000544,2026-05-28T21:52:00+00:00,CUS-00204,United Kingdom,GBP,186.43,37.29,223.72,completed
ORD-000545,2026-05-28T23:05:00+00:00,CUS-00291,Europe,EUR,162.09,32.42,194.51,completed
ORD-000546,2026-05-29T00:18:00+00:00,CUS-00129,North America,USD,207.68,16.61,224.29,completed
ORD-000547,2026-05-29T01:31:00+00:00,CUS-00396,Europe,EUR,606.57,121.31,727.88,completed
ORD-000548,2026-05-29T02:44:00+00:00,CUS-00066,North America,USD,644.67,51.57,696.24,refunded
ORD-000549,2026-05-29T03:57:00+00:00,CUS-00063,United Kingdom,GBP,580.02,116.00,696.02,completed
ORD-000550,2026-05-29T05:10:00+00:00,CUS-00282,Europe,EUR,631.73,126.35,758.08,pending
ORD-000551,2026-05-29T06:23:00+00:00,CUS-00333,United Kingdom,GBP,90.71,18.14,108.85,completed
ORD-000552,2026-05-29T07:36:00+00:00,CUS-00026,Europe,EUR,374.41,74.88,449.29,completed
ORD-000553,2026-05-29T08:49:00+00:00,CUS-00196,North America,USD,502.55,40.20,542.75,completed
ORD-000554,2026-05-29T10:02:00+00:00,CUS-00101,United Kingdom,GBP,646.51,129.30,775.81,completed
ORD-000555,2026-05-29T11:15:00+00:00,CUS-00022,Europe,EUR,241.82,48.36,290.18,completed
ORD-000556,2026-05-29T12:28:00+00:00,CUS-00251,North America,USD,530.70,42.46,573.16,completed
ORD-000557,2026-05-29T13:41:00+00:00,CUS-00190,Europe,EUR,157.49,31.50,188.99,completed
ORD-000558,2026-05-29T14:54:00+00:00,CUS-00044,Europe,EUR,450.20,90.04,540.24,completed
ORD-000559,2026-05-29T16:07:00+00:00,CUS-00223,Europe,EUR,597.81,119.56,717.37,completed
ORD-000560,2026-05-29T17:20:00+00:00,CUS-00087,North America,USD,536.72,42.94,579.66,completed
ORD-000561,2026-05-29T18:33:00+00:00,CUS-00299,Europe,EUR,445.92,89.18,535.10,completed
ORD-000562,2026-05-29T19:46:00+00:00,CUS-00170,North America,USD,227.87,18.23,246.10,completed
ORD-000563,2026-05-29T20:59:00+00:00,CUS-00079,Europe,EUR,384.40,76.88,461.28,completed
ORD-000564,2026-05-29T22:12:00+00:00,CUS-00122,Europe,EUR,104.19,20.84,125.03,completed
ORD-000565,2026-05-29T23:25:00+00:00,CUS-00272,United Kingdom,GBP,40.54,8.11,48.65,completed
ORD-000566,2026-05-30T00:38:00+00:00,CUS-00386,United Kingdom,GBP,624.79,124.96,749.75,completed
ORD-000567,2026-05-30T01:51:00+00:00,CUS-00392,United Kingdom,GBP,311.27,62.25,373.52,completed
ORD-000568,2026-05-30T03:04:00+00:00,CUS-00159,Europe,EUR,214.86,42.97,257.83,completed
ORD-000569,2026-05-30T04:17:00+00:00,CUS-00343,United Kingdom,GBP,196.00,39.20,235.20,refunded
ORD-000570,2026-05-30T05:30:00+00:00,CUS-00346,North America,USD,149.82,11.99,161.81,completed
ORD-000571,2026-05-30T06:43:00+00:00,CUS-00045,United Kingdom,GBP,581.60,116.32,697.92,completed
ORD-000572,2026-05-30T07:56:00+00:00,CUS-00256,United Kingdom,GBP,618.55,123.71,742.26,completed
ORD-000573,2026-05-30T09:09:00+00:00,CUS-00361,Europe,EUR,624.09,124.82,748.91,completed
ORD-000574,2026-05-30T10:22:00+00:00,CUS-00362,North America,USD,506.83,40.55,547.38,completed
ORD-000575,2026-05-30T11:35:00+00:00,CUS-00211,Europe,EUR,556.68,111.34,668.02,completed
ORD-000576,2026-05-30T12:48:00+00:00,CUS-00033,North America,USD,431.91,34.55,466.46,pending
ORD-000577,2026-05-30T14:01:00+00:00,CUS-00326,United Kingdom,GBP,29.70,5.94,35.64,completed
ORD-000578,2026-05-30T15:14:00+00:00,CUS-00017,Europe,EUR,489.61,97.92,587.53,refunded
ORD-000579,2026-05-30T16:27:00+00:00,CUS-00117,Europe,EUR,397.68,79.54,477.22,completed
ORD-000580,2026-05-30T17:40:00+00:00,CUS-00274,United Kingdom,GBP,225.48,45.10,270.58,completed
ORD-000581,2026-05-30T18:53:00+00:00,CUS-00279,United Kingdom,GBP,139.22,27.84,167.06,completed
ORD-000582,2026-05-30T20:06:00+00:00,CUS-00026,Europe,EUR,548.83,109.77,658.60,completed
ORD-000583,2026-05-30T21:19:00+00:00,CUS-00192,North America,USD,66.45,5.32,71.77,completed
ORD-000584,2026-05-30T22:32:00+00:00,CUS-00077,Europe,EUR,398.44,79.69,478.13,completed
ORD-000585,2026-05-30T23:45:00+00:00,CUS-00170,Europe,EUR,75.76,15.15,90.91,refunded
ORD-000586,2026-05-31T00:58:00+00:00,CUS-00201,North America,USD,333.09,26.65,359.74,completed
ORD-000587,2026-05-31T02:11:00+00:00,CUS-00245,North America,USD,343.31,27.46,370.77,pending
ORD-000588,2026-05-31T03:24:00+00:00,CUS-00168,Europe,EUR,517.57,103.51,621.08,completed
ORD-000589,2026-05-31T04:37:00+00:00,CUS-00195,North America,USD,364.44,29.16,393.60,completed
ORD-000590,2026-05-31T05:50:00+00:00,CUS-00292,United Kingdom,GBP,371.11,74.22,445.33,completed
ORD-000591,2026-05-31T07:03:00+00:00,CUS-00108,Europe,EUR,522.50,104.50,627.00,completed
ORD-000592,2026-05-31T08:16:00+00:00,CUS-00336,Europe,EUR,238.38,47.68,286.06,refunded
ORD-000593,2026-05-31T09:29:00+00:00,CUS-00049,United Kingdom,GBP,216.35,43.27,259.62,pending
ORD-000594,2026-05-31T10:42:00+00:00,CUS-00041,North America,USD,596.49,47.72,644.21,completed
ORD-000595,2026-05-31T11:55:00+00:00,CUS-00282,Europe,EUR,413.20,82.64,495.84,pending
ORD-000596,2026-05-31T13:08:00+00:00,CUS-00065,North America,USD,602.27,48.18,650.45,completed
ORD-000597,2026-05-31T14:21:00+00:00,CUS-00254,North America,USD,495.05,39.60,534.65,completed
ORD-000598,2026-05-31T15:34:00+00:00,CUS-00395,North America,USD,84.05,6.72,90.77,completed
ORD-000599,2026-05-31T16:47:00+00:00,CUS-00149,United Kingdom,GBP,227.50,45.50,273.00,completed
ORD-000600,2026-05-31T18:00:00+00:00,CUS-00266,Europe,EUR,510.09,102.02,612.11,completed
ORD-000601,2026-05-31T19:13:00+00:00,CUS-00378,United Kingdom,GBP,565.27,113.05,678.32,completed
ORD-000602,2026-05-31T20:26:00+00:00,CUS-00364,North America,USD,121.71,9.74,131.45,completed
ORD-000603,2026-05-31T21:39:00+00:00,CUS-00364,North America,USD,357.98,28.64,386.62,completed
ORD-000604,2026-05-31T22:52:00+00:00,CUS-00329,Europe,EUR,252.05,50.41,302.46,completed
ORD-000605,2026-06-01T00:05:00+00:00,CUS-00271,United Kingdom,GBP,374.89,74.98,449.87,pending
ORD-000606,2026-06-01T01:18:00+00:00,CUS-00078,United Kingdom,GBP,88.71,17.74,106.45,completed
ORD-000607,2026-06-01T02:31:00+00:00,CUS-00337,North America,USD,633.00,50.64,683.64,pending
ORD-000608,2026-06-01T03:44:00+00:00,CUS-00025,North America,USD,327.47,26.20,353.67,refunded
ORD-000609,2026-06-01T04:57:00+00:00,CUS-00377,North America,USD,207.66,16.61,224.27,completed
ORD-000610,2026-06-01T06:10:00+00:00,CUS-00307,United Kingdom,GBP,261.05,52.21,313.26,completed
ORD-000611,2026-06-01T07:23:00+00:00,CUS-00277,Europe,EUR,296.94,59.39,356.33,completed
ORD-000612,2026-06-01T08:36:00+00:00,CUS-00350,North America,USD,579.71,46.38,626.09,completed
ORD-000613,2026-06-01T09:49:00+00:00,CUS-00029,North America,USD,210.66,16.85,227.51,pending
ORD-000614,2026-06-01T11:02:00+00:00,CUS-00347,Europe,EUR,508.97,101.79,610.76,refunded
ORD-000615,2026-06-01T12:15:00+00:00,CUS-00252,Europe,EUR,284.44,56.89,341.33,completed
ORD-000616,2026-06-01T13:28:00+00:00,CUS-00095,United Kingdom,GBP,114.35,22.87,137.22,pending
ORD-000617,2026-06-01T14:41:00+00:00,CUS-00194,North America,USD,145.48,11.64,157.12,completed
ORD-000618,2026-06-01T15:54:00+00:00,CUS-00254,United Kingdom,GBP,468.04,93.61,561.65,completed
ORD-000619,2026-06-01T17:07:00+00:00,CUS-00342,North America,USD,136.31,10.90,147.21,completed
ORD-000620,2026-06-01T18:20:00+00:00,CUS-00344,United Kingdom,GBP,36.37,7.27,43.64,completed
ORD-000621,2026-06-01T19:33:00+00:00,CUS-00309,United Kingdom,GBP,372.31,74.46,446.77,completed
ORD-000622,2026-06-01T20:46:00+00:00,CUS-00099,Europe,EUR,31.65,6.33,37.98,completed
ORD-000623,2026-06-01T21:59:00+00:00,CUS-00180,North America,USD,206.79,16.54,223.33,completed
ORD-000624,2026-06-01T23:12:00+00:00,CUS-00240,Europe,EUR,36.85,7.37,44.22,completed
ORD-000625,2026-06-02T00:25:00+00:00,CUS-00162,Europe,EUR,127.56,25.51,153.07,completed
ORD-000626,2026-06-02T01:38:00+00:00,CUS-00358,North America,USD,538.27,43.06,581.33,refunded
ORD-000627,2026-06-02T02:51:00+00:00,CUS-00339,North America,USD,35.17,2.81,37.98,refunded
ORD-000628,2026-06-02T04:04:00+00:00,CUS-00281,United Kingdom,GBP,93.93,18.79,112.72,completed
ORD-000629,2026-06-02T05:17:00+00:00,CUS-00219,Europe,EUR,602.50,120.50,723.00,completed
ORD-000630,2026-06-02T06:30:00+00:00,CUS-00038,United Kingdom,GBP,491.80,98.36,590.16,pending
ORD-000631,2026-06-02T07:43:00+00:00,CUS-00267,United Kingdom,GBP,408.64,81.73,490.37,completed
ORD-000632,2026-06-02T08:56:00+00:00,CUS-00233,North America,USD,312.64,25.01,337.65,completed
ORD-000633,2026-06-02T10:09:00+00:00,CUS-00312,United Kingdom,GBP,220.33,44.07,264.40,refunded
ORD-000634,2026-06-02T11:22:00+00:00,CUS-00050,North America,USD,446.89,35.75,482.64,completed
ORD-000635,2026-06-02T12:35:00+00:00,CUS-00165,North America,USD,611.88,48.95,660.83,completed
ORD-000636,2026-06-02T13:48:00+00:00,CUS-00130,United Kingdom,GBP,70.20,14.04,84.24,completed
ORD-000637,2026-06-02T15:01:00+00:00,CUS-00157,North America,USD,592.26,47.38,639.64,completed
ORD-000638,2026-06-02T16:14:00+00:00,CUS-00323,Europe,EUR,26.46,5.29,31.75,completed
ORD-000639,2026-06-02T17:27:00+00:00,CUS-00213,Europe,EUR,217.73,43.55,261.28,refunded
ORD-000640,2026-06-02T18:40:00+00:00,CUS-00219,United Kingdom,GBP,364.49,72.90,437.39,refunded
ORD-000641,2026-06-02T19:53:00+00:00,CUS-00098,Europe,EUR,288.77,57.75,346.52,completed
ORD-000642,2026-06-02T21:06:00+00:00,CUS-00050,Europe,EUR,392.13,78.43,470.56,completed
ORD-000643,2026-06-02T22:19:00+00:00,CUS-00316,Europe,EUR,526.65,105.33,631.98,completed
ORD-000644,2026-06-02T23:32:00+00:00,CUS-00189,United Kingdom,GBP,232.91,46.58,279.49,pending
ORD-000645,2026-06-03T00:45:00+00:00,CUS-00033,Europe,EUR,107.40,21.48,128.88,completed
ORD-000646,2026-06-03T01:58:00+00:00,CUS-00346,North America,USD,583.04,46.64,629.68,refunded
ORD-000647,2026-06-03T03:11:00+00:00,CUS-00321,North America,USD,589.00,47.12,636.12,completed
ORD-000648,2026-06-03T04:24:00+00:00,CUS-00253,North America,USD,463.53,37.08,500.61,completed
ORD-000649,2026-06-03T05:37:00+00:00,CUS-00386,United Kingdom,GBP,211.68,42.34,254.02,completed
ORD-000650,2026-06-03T06:50:00+00:00,CUS-00010,North America,USD,393.80,31.50,425.30,completed
ORD-000651,2026-06-03T08:03:00+00:00,CUS-00162,Europe,EUR,575.83,115.17,691.00,completed
ORD-000652,2026-06-03T09:16:00+00:00,CUS-00166,North America,USD,162.64,13.01,175.65,refunded
ORD-000653,2026-06-03T10:29:00+00:00,CUS-00354,Europe,EUR,266.28,53.26,319.54,completed
ORD-000654,2026-06-03T11:42:00+00:00,CUS-00116,United Kingdom,GBP,43.43,8.69,52.12,refunded
ORD-000655,2026-06-03T12:55:00+00:00,CUS-00208,North America,USD,35.68,2.85,38.53,completed
ORD-000656,2026-06-03T14:08:00+00:00,CUS-00115,Europe,EUR,495.16,99.03,594.19,completed
ORD-000657,2026-06-03T15:21:00+00:00,CUS-00246,United Kingdom,GBP,380.83,76.17,457.00,completed
ORD-000658,2026-06-03T16:34:00+00:00,CUS-00092,North America,USD,435.54,34.84,470.38,completed
ORD-000659,2026-06-03T17:47:00+00:00,CUS-00310,Europe,EUR,486.38,97.28,583.66,refunded
ORD-000660,2026-06-03T19:00:00+00:00,CUS-00132,North America,USD,529.06,42.32,571.38,completed
ORD-000661,2026-06-03T20:13:00+00:00,CUS-00205,United Kingdom,GBP,298.76,59.75,358.51,completed
ORD-000662,2026-06-03T21:26:00+00:00,CUS-00322,North America,USD,154.23,12.34,166.57,completed
ORD-000663,2026-06-03T22:39:00+00:00,CUS-00169,Europe,EUR,209.77,41.95,251.72,completed
ORD-000664,2026-06-03T23:52:00+00:00,CUS-00151,North America,USD,294.29,23.54,317.83,refunded
ORD-000665,2026-06-04T01:05:00+00:00,CUS-00223,Europe,EUR,76.59,15.32,91.91,completed
ORD-000666,2026-06-04T02:18:00+00:00,CUS-00140,North America,USD,586.35,46.91,633.26,completed
ORD-000667,2026-06-04T03:31:00+00:00,CUS-00078,United Kingdom,GBP,473.89,94.78,568.67,completed
ORD-000668,2026-06-04T04:44:00+00:00,CUS-00330,Europe,EUR,593.05,118.61,711.66,completed
ORD-000669,2026-06-04T05:57:00+00:00,CUS-00266,Europe,EUR,181.85,36.37,218.22,completed
ORD-000670,2026-06-04T07:10:00+00:00,CUS-00248,Europe,EUR,284.84,56.97,341.81,completed
ORD-000671,2026-06-04T08:23:00+00:00,CUS-00056,United Kingdom,GBP,329.31,65.86,395.17,completed
ORD-000672,2026-06-04T09:36:00+00:00,CUS-00081,Europe,EUR,645.09,129.02,774.11,completed
ORD-000673,2026-06-04T10:49:00+00:00,CUS-00100,North America,USD,51.62,4.13,55.75,completed
ORD-000674,2026-06-04T12:02:00+00:00,CUS-00304,United Kingdom,GBP,64.67,12.93,77.60,completed
ORD-000675,2026-06-04T13:15:00+00:00,CUS-00018,North America,USD,346.38,27.71,374.09,completed
ORD-000676,2026-06-04T14:28:00+00:00,CUS-00095,United Kingdom,GBP,213.73,42.75,256.48,refunded
ORD-000677,2026-06-04T15:41:00+00:00,CUS-00025,Europe,EUR,257.27,51.45,308.72,completed
ORD-000678,2026-06-04T16:54:00+00:00,CUS-00225,Europe,EUR,121.58,24.32,145.90,completed
ORD-000679,2026-06-04T18:07:00+00:00,CUS-00181,North America,USD,151.32,12.11,163.43,completed
ORD-000680,2026-06-04T19:20:00+00:00,CUS-00203,Europe,EUR,639.08,127.82,766.90,pending
ORD-000681,2026-06-04T20:33:00+00:00,CUS-00177,Europe,EUR,434.88,86.98,521.86,completed
ORD-000682,2026-06-04T21:46:00+00:00,CUS-00301,United Kingdom,GBP,446.73,89.35,536.08,completed
ORD-000683,2026-06-04T22:59:00+00:00,CUS-00329,North America,USD,413.22,33.06,446.28,completed
ORD-000684,2026-06-05T00:12:00+00:00,CUS-00195,United Kingdom,GBP,461.30,92.26,553.56,completed
ORD-000685,2026-06-05T01:25:00+00:00,CUS-00096,Europe,EUR,566.14,113.23,679.37,completed
ORD-000686,2026-06-05T02:38:00+00:00,CUS-00314,Europe,EUR,198.44,39.69,238.13,completed
ORD-000687,2026-06-05T03:51:00+00:00,CUS-00309,North America,USD,610.48,48.84,659.32,completed
ORD-000688,2026-06-05T05:04:00+00:00,CUS-00117,Europe,EUR,582.70,116.54,699.24,pending
ORD-000689,2026-06-05T06:17:00+00:00,CUS-00042,Europe,EUR,137.41,27.48,164.89,completed
ORD-000690,2026-06-05T07:30:00+00:00,CUS-00046,North America,USD,637.42,50.99,688.41,pending
ORD-000691,2026-06-05T08:43:00+00:00,CUS-00275,Europe,EUR,281.96,56.39,338.35,completed
ORD-000692,2026-06-05T09:56:00+00:00,CUS-00091,Europe,EUR,462.09,92.42,554.51,completed
ORD-000693,2026-06-05T11:09:00+00:00,CUS-00291,United Kingdom,GBP,319.67,63.93,383.60,completed
ORD-000694,2026-06-05T12:22:00+00:00,CUS-00142,North America,USD,344.87,27.59,372.46,pending
ORD-000695,2026-06-05T13:35:00+00:00,CUS-00125,North America,USD,579.30,46.34,625.64,completed
ORD-000696,2026-06-05T14:48:00+00:00,CUS-00086,North America,USD,569.39,45.55,614.94,completed
ORD-000697,2026-06-05T16:01:00+00:00,CUS-00361,North America,USD,510.12,40.81,550.93,completed
ORD-000698,2026-06-05T17:14:00+00:00,CUS-00065,United Kingdom,GBP,145.11,29.02,174.13,pending
ORD-000699,2026-06-05T18:27:00+00:00,CUS-00307,Europe,EUR,358.00,71.60,429.60,completed
ORD-000700,2026-06-05T19:40:00+00:00,CUS-00168,United Kingdom,GBP,603.75,120.75,724.50,completed
ORD-000701,2026-06-05T20:53:00+00:00,CUS-00166,North America,USD,469.87,37.59,507.46,completed
ORD-000702,2026-06-05T22:06:00+00:00,CUS-00045,North America,USD,173.65,13.89,187.54,completed
ORD-000703,2026-06-05T23:19:00+00:00,CUS-00135,United Kingdom,GBP,92.39,18.48,110.87,pending
ORD-000704,2026-06-06T00:32:00+00:00,CUS-00237,Europe,EUR,78.18,15.64,93.82,completed
ORD-000705,2026-06-06T01:45:00+00:00,CUS-00024,North America,USD,257.87,20.63,278.50,completed
ORD-000706,2026-06-06T02:58:00+00:00,CUS-00139,Europe,EUR,245.62,49.12,294.74,pending
ORD-000707,2026-06-06T04:11:00+00:00,CUS-00382,United Kingdom,GBP,496.45,99.29,595.74,completed
ORD-000708,2026-06-06T05:24:00+00:00,CUS-00120,North America,USD,452.75,36.22,488.97,completed
ORD-000709,2026-06-06T06:37:00+00:00,CUS-00099,Europe,EUR,481.45,96.29,577.74,completed
ORD-000710,2026-06-06T07:50:00+00:00,CUS-00201,North America,USD,46.48,3.72,50.20,completed
ORD-000711,2026-06-06T09:03:00+00:00,CUS-00019,United Kingdom,GBP,473.61,94.72,568.33,pending
ORD-000712,2026-06-06T10:16:00+00:00,CUS-00140,North America,USD,90.29,7.22,97.51,completed
ORD-000713,2026-06-06T11:29:00+00:00,CUS-00390,United Kingdom,GBP,452.98,90.60,543.58,completed
ORD-000714,2026-06-06T12:42:00+00:00,CUS-00237,North America,USD,338.12,27.05,365.17,completed
ORD-000715,2026-06-06T13:55:00+00:00,CUS-00310,North America,USD,116.06,9.28,125.34,completed
ORD-000716,2026-06-06T15:08:00+00:00,CUS-00241,North America,USD,137.08,10.97,148.05,completed
ORD-000717,2026-06-06T16:21:00+00:00,CUS-00159,North America,USD,436.58,34.93,471.51,completed
ORD-000718,2026-06-06T17:34:00+00:00,CUS-00201,United Kingdom,GBP,500.28,100.06,600.34,completed
ORD-000719,2026-06-06T18:47:00+00:00,CUS-00294,United Kingdom,GBP,292.84,58.57,351.41,completed
ORD-000720,2026-06-06T20:00:00+00:00,CUS-00396,United Kingdom,GBP,390.18,78.04,468.22,completed
ORD-000721,2026-06-06T21:13:00+00:00,CUS-00009,United Kingdom,GBP,368.49,73.70,442.19,completed
ORD-000722,2026-06-06T22:26:00+00:00,CUS-00331,Europe,EUR,161.98,32.40,194.38,pending
ORD-000723,2026-06-06T23:39:00+00:00,CUS-00107,Europe,EUR,538.78,107.76,646.54,completed
ORD-000724,2026-06-07T00:52:00+00:00,CUS-00337,Europe,EUR,122.27,24.45,146.72,completed
ORD-000725,2026-06-07T02:05:00+00:00,CUS-00201,Europe,EUR,596.21,119.24,715.45,completed
ORD-000726,2026-06-07T03:18:00+00:00,CUS-00032,Europe,EUR,145.62,29.12,174.74,completed
ORD-000727,2026-06-07T04:31:00+00:00,CUS-00054,North America,USD,381.75,30.54,412.29,pending
ORD-000728,2026-06-07T05:44:00+00:00,CUS-00375,Europe,EUR,334.55,66.91,401.46,pending
ORD-000729,2026-06-07T06:57:00+00:00,CUS-00074,North America,USD,164.25,13.14,177.39,completed
ORD-000730,2026-06-07T08:10:00+00:00,CUS-00388,Europe,EUR,241.14,48.23,289.37,completed
ORD-000731,2026-06-07T09:23:00+00:00,CUS-00047,North America,USD,582.57,46.61,629.18,completed
ORD-000732,2026-06-07T10:36:00+00:00,CUS-00174,United Kingdom,GBP,295.65,59.13,354.78,completed
ORD-000733,2026-06-07T11:49:00+00:00,CUS-00219,United Kingdom,GBP,274.54,54.91,329.45,completed
ORD-000734,2026-06-07T13:02:00+00:00,CUS-00335,United Kingdom,GBP,503.51,100.70,604.21,completed
ORD-000735,2026-06-07T14:15:00+00:00,CUS-00213,North America,USD,554.02,44.32,598.34,completed
ORD-000736,2026-06-07T15:28:00+00:00,CUS-00354,United Kingdom,GBP,143.29,28.66,171.95,completed
ORD-000737,2026-06-07T16:41:00+00:00,CUS-00161,United Kingdom,GBP,471.52,94.30,565.82,completed
ORD-000738,2026-06-07T17:54:00+00:00,CUS-00299,United Kingdom,GBP,516.86,103.37,620.23,completed
ORD-000739,2026-06-07T19:07:00+00:00,CUS-00032,Europe,EUR,149.10,29.82,178.92,completed
ORD-000740,2026-06-07T20:20:00+00:00,CUS-00187,North America,USD,427.58,34.21,461.79,refunded
ORD-000741,2026-06-07T21:33:00+00:00,CUS-00336,North America,USD,528.50,42.28,570.78,refunded
ORD-000742,2026-06-07T22:46:00+00:00,CUS-00363,United Kingdom,GBP,85.72,17.14,102.86,completed
ORD-000743,2026-06-07T23:59:00+00:00,CUS-00090,North America,USD,557.33,44.59,601.92,pending
ORD-000744,2026-06-08T01:12:00+00:00,CUS-00070,North America,USD,597.82,47.83,645.65,completed
ORD-000745,2026-06-08T02:25:00+00:00,CUS-00100,United Kingdom,GBP,444.86,88.97,533.83,completed
ORD-000746,2026-06-08T03:38:00+00:00,CUS-00145,Europe,EUR,274.85,54.97,329.82,completed
ORD-000747,2026-06-08T04:51:00+00:00,CUS-00089,United Kingdom,GBP,290.14,58.03,348.17,completed
ORD-000748,2026-06-08T06:04:00+00:00,CUS-00296,Europe,EUR,195.56,39.11,234.67,pending
ORD-000749,2026-06-08T07:17:00+00:00,CUS-00320,United Kingdom,GBP,69.63,13.93,83.56,completed
ORD-000750,2026-06-08T08:30:00+00:00,CUS-00181,United Kingdom,GBP,183.88,36.78,220.66,completed
ORD-000751,2026-06-08T09:43:00+00:00,CUS-00254,North America,USD,69.05,5.52,74.57,refunded
ORD-000752,2026-06-08T10:56:00+00:00,CUS-00002,North America,USD,509.48,40.76,550.24,completed
ORD-000753,2026-06-08T12:09:00+00:00,CUS-00382,Europe,EUR,475.12,95.02,570.14,completed
ORD-000754,2026-06-08T13:22:00+00:00,CUS-00399,North America,USD,388.50,31.08,419.58,completed
ORD-000755,2026-06-08T14:35:00+00:00,CUS-00150,United Kingdom,GBP,416.83,83.37,500.20,completed
ORD-000756,2026-06-08T15:48:00+00:00,CUS-00298,United Kingdom,GBP,519.04,103.81,622.85,completed
ORD-000757,2026-06-08T17:01:00+00:00,CUS-00343,Europe,EUR,231.83,46.37,278.20,completed
ORD-000758,2026-06-08T18:14:00+00:00,CUS-00279,North America,USD,481.50,38.52,520.02,completed
ORD-000759,2026-06-08T19:27:00+00:00,CUS-00105,North America,USD,357.38,28.59,385.97,completed
ORD-000760,2026-06-08T20:40:00+00:00,CUS-00153,United Kingdom,GBP,571.89,114.38,686.27,completed
ORD-000761,2026-06-08T21:53:00+00:00,CUS-00037,North America,USD,641.92,51.35,693.27,refunded
ORD-000762,2026-06-08T23:06:00+00:00,CUS-00346,Europe,EUR,372.05,74.41,446.46,completed
ORD-000763,2026-06-09T00:19:00+00:00,CUS-00007,United Kingdom,GBP,373.30,74.66,447.96,completed
ORD-000764,2026-06-09T01:32:00+00:00,CUS-00008,United Kingdom,GBP,242.53,48.51,291.04,completed
ORD-000765,2026-06-09T02:45:00+00:00,CUS-00275,North America,USD,277.27,22.18,299.45,completed
ORD-000766,2026-06-09T03:58:00+00:00,CUS-00006,Europe,EUR,167.84,33.57,201.41,completed
ORD-000767,2026-06-09T05:11:00+00:00,CUS-00058,North America,USD,18.26,1.46,19.72,completed
ORD-000768,2026-06-09T06:24:00+00:00,CUS-00181,United Kingdom,GBP,627.37,125.47,752.84,completed
